Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence.1,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Elliptical,2019-12-06 11:15:17,False,Elliptical,0.0,349,00:30:04,138,163,3.9,89,131,--,--,--,--,0.0,0,0,--,0,0,0,1900-01-01 06:04:00,00:00:00,77.0,00:00:00,No,00:00:00,1,0,--,--,--
Treadmill Running,2019-12-05 15:22:37,False,Treadmill Running,0.69,240,00:40:06,111,132,1.5,67,145,1900-01-02 10:03:00,17:06:00,--,--,0.41,0,0,--,0,0,0,1900-01-01 16:06:00,00:00:00,77.0,00:00:00,No,00:00:00,1,0,--,--,--
Treadmill Running,2019-12-03 17:04:20,False,Treadmill Running,4.7,504,00:45:05,150,168,4.2,165,185,09:36:00,05:27:00,--,--,1.39,0,0,--,0,0,0,1900-01-01 21:05:00,00:00:00,77.0,00:00:00,No,00:03:06.420000,7,0,--,--,--
Treadmill Running,2019-12-02 23:52:00,False,Treadmill Running,0.17,28,00:05:14.700000,101,125,0.3,76,115,1900-01-01 06:06:00,17:44:00,--,--,0.7,0,0,--,0,0,0,00:05:14.700000,00:00:00,84.2,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-12-02 16:21:38,False,Running,0.48,190,00:42:18,113,159,--,28,132,--,10:58:00,--,--,0.65,0,0,--,0,0,0,1900-01-01 18:18:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-30 06:39:54,False,San Diego Running,16.03,2097,02:36:49,139,168,--,170,196,09:47:00,07:23:00,538,537,0.97,0,0,--,0,0,0,02:36:49,00:00:00,0.0,00:00:00,No,00:00:16.140000,17,0,--,--,--
Running,2019-11-28 08:01:20,False,Santee Running,5.0,582,00:49:20,124,135,--,170,178,09:52:00,08:35:00,238,238,0.96,0,0,--,0,0,0,1900-01-02 01:20:00,00:00:00,0.0,00:00:00,No,00:00:00.810000,6,0,--,--,--
Running,2019-11-22 17:05:04,False,Running,0.15,112,00:20:07,115,148,--,19,127,--,11:11:00,--,--,0.63,0,0,--,0,0,0,20:07:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-18 16:00:16,False,Running,0.56,500,00:52:06,139,155,--,26,133,--,10:25:00,--,--,0.66,0,0,--,0,0,0,1900-01-02 04:06:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-17 06:37:52,False,Running,7.49,608,01:04:50,147,173,--,171,180,08:39:00,06:48:00,--,--,1.09,0,0,--,0,0,0,01:04:50,00:00:00,0.0,00:00:00,No,00:05:14.140000,8,0,--,--,--
Running,2019-11-16 14:53:40,False,Running,2.6,386,01:05:08,115,156,--,88,133,1900-01-01 01:04:00,16:43:00,--,--,0.71,0,0,--,0,0,0,01:05:08,00:00:00,0.0,00:00:00,No,00:17:42.930000,3,0,--,--,--
Running,2019-11-15 14:22:57,False,Running,7.44,982,01:04:53,--,--,--,167,178,08:43:00,07:09:00,--,--,1.1,0,0,--,0,0,0,01:04:53,00:00:00,0.0,00:00:00,No,00:06:42.460000,8,0,--,--,--
Running,2019-11-11 15:59:56,False,San Diego Running,3.5,320,00:41:00,125,137,--,168,186,11:44:00,04:53:00,29,41,0.81,0,0,--,0,0,0,1900-01-01 17:00:00,00:00:00,0.0,00:00:00,No,00:07:40.630000,4,0,--,--,--
Running,2019-11-10 15:40:57,False,Santee Running,0.37,534,01:02:28,130,168,--,1,122,--,1900-01-02 07:18:00,--,--,11.21,0,0,--,0,0,0,01:02:28,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-09 06:37:16,False,San Diego Running,14.13,1694,02:15:52,129,171,--,172,186,09:37:00,04:30:00,882,902,0.97,0,0,--,0,0,0,02:15:52,00:00:00,0.0,00:00:00,No,00:01:10.190000,15,0,--,--,--
Running,2019-11-07 16:46:32,False,Running,0.28,345,00:42:04,127,162,--,17,129,--,10:58:00,--,--,0.63,0,0,--,0,0,0,1900-01-01 18:04:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-06 16:38:19,False,Running,0.48,275,00:32:20,132,161,--,37,130,--,11:01:00,--,--,0.64,0,0,--,0,0,0,1900-01-01 08:20:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-05 18:21:53,False,San Diego Running,3.38,391,00:29:24,130,152,--,173,192,08:42:00,05:41:00,537,570,1.07,0,0,--,0,0,0,1900-01-01 05:24:00,00:00:00,0.0,00:00:00,No,00:02:57.330000,4,0,--,--,--
Running,2019-11-04 16:30:16,False,San Diego Running,0.64,487,01:01:17,132,164,--,25,131,--,06:48:00,148,138,0.67,0,0,--,0,0,0,01:01:17,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-11-02 06:43:39,False,Solana Beach Running,18.23,2097,03:00:03,157,178,--,169,190,09:53:00,06:37:00,488,494,0.96,0,0,--,0,0,0,03:00:03,00:00:00,0.0,00:00:00,No,00:02:27.260000,19,0,--,--,--
Running,2019-11-01 14:28:36,False,San Diego Running,0.66,190,00:32:07,126,160,--,52,146,1900-01-02 00:41:00,08:19:00,20,40,0.64,0,0,--,0,0,0,1900-01-01 08:07:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-31 16:41:16,False,Running,0.54,392,01:02:07,119,158,--,22,130,--,10:43:00,--,--,0.62,0,0,--,0,0,0,01:02:07,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-30 17:43:25,False,Running,5.09,463,00:48:02,140,166,--,167,204,09:26:00,05:53:00,--,--,1.02,0,0,--,0,0,0,1900-01-02 00:02:00,00:00:00,0.0,00:00:00,No,00:01:36.260000,6,0,--,--,--
Running,2019-10-28 16:17:05,False,Running,0.43,338,00:42:07,126,156,--,25,143,--,10:51:00,--,--,0.66,0,0,--,0,0,0,1900-01-01 18:07:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-27 18:10:33,False,La Mesa Running,0.55,70,00:04:45,--,--,--,176,188,08:35:00,06:51:00,--,45,1.07,0,0,--,0,0,0,00:04:45,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-27 12:54:34,False,La Mesa Running,0.54,75,00:05:04.800000,--,--,--,176,188,09:29:00,03:30:00,54,19,0.96,0,0,--,0,0,0,00:05:04.800000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-26 06:39:11,False,San Diego Running,15.02,1876,02:21:04,145,175,--,170,178,09:23:00,08:19:00,52,53,1.01,0,0,--,0,0,0,02:21:04,00:00:00,0.0,00:00:00,No,00:00:11.940000,16,0,--,--,--
Running,2019-10-24 15:09:27,False,San Diego Running,0.61,52,00:30:06,--,--,--,165,176,1900-01-02 01:08:00,07:45:00,--,--,0.2,0,0,--,0,0,0,1900-01-01 06:06:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-23 15:07:20,False,Running,0.45,342,00:33:54,141,156,--,33,150,--,11:03:00,--,--,0.64,0,0,--,0,0,0,1900-01-01 09:54:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-22 18:57:00,False,San Diego Running,1.04,130,00:09:11.900000,--,--,--,174,200,08:53:00,05:25:00,141,182,1.04,0,0,--,0,0,0,00:09:11.900000,00:00:00,0.0,00:00:00,No,00:00:11.750000,2,0,--,--,--
Running,2019-10-22 18:20:06,False,San Diego Running,3.14,399,00:28:46,137,172,--,171,184,09:10:00,04:01:00,531,530,1.03,0,0,--,0,0,0,1900-01-01 04:46:00,00:00:00,0.0,00:00:00,No,00:01:31.500000,4,0,--,--,--
Running,2019-10-19 06:43:50,False,Coronado Running,15.4,1936,02:33:01,142,171,--,168,182,09:56:00,08:32:00,69,81,0.96,0,0,--,0,0,0,02:33:01,00:00:00,0.0,00:00:00,No,00:00:01.800000,17,0,--,--,--
Running,2019-10-18 16:11:16,False,San Diego Running,0.57,80,00:32:38,86,119,--,61,138,1900-01-02 09:19:00,08:52:00,35,47,0.46,0,0,--,0,0,0,1900-01-01 08:38:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-17 16:51:11,False,San Diego Running,1.26,627,01:03:50,158,181,--,163,176,1900-01-02 02:48:00,04:07:00,101,79,0.2,0,0,--,0,0,0,01:03:50,00:00:00,0.0,00:00:00,No,00:03:44.040000,2,0,--,--,--
Running,2019-10-14 16:20:48,False,San Diego Running,0.69,315,00:42:18,140,159,--,33,146,--,03:39:00,114,99,0.8,0,0,--,0,0,0,1900-01-01 18:18:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-12 09:19:05,False,Running,1.71,330,00:33:35,136,168,--,114,166,19:39:00,10:48:00,--,--,0.72,0,0,--,0,0,0,1900-01-01 09:35:00,00:00:00,0.0,00:00:00,No,00:14:51.450000,2,0,--,--,--
Running,2019-10-10 14:47:26,False,Running,0.56,433,00:42:32,140,171,--,34,190,--,09:24:00,--,--,0.63,0,0,--,0,0,0,1900-01-01 18:32:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-09 15:11:11,False,Running,0.93,298,00:42:14,128,171,--,52,150,1900-01-01 21:32:00,09:24:00,--,--,0.68,0,0,--,0,0,0,1900-01-01 18:14:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-10-08 18:16:36,False,San Diego Running,2.56,336,00:21:27,--,--,--,175,190,08:23:00,05:30:00,12,21,1.09,0,0,--,0,0,0,21:27:00,00:00:00,0.0,00:00:00,No,00:04:10.720000,3,0,--,--,--
Running,2019-10-05 08:12:19,False,Los Angeles County Running,12.69,1008,05:08:17,95,144,--,95,158,1900-01-01 00:18:00,03:21:00,2878,5936,0.7,0,0,--,0,0,0,05:08:17,00:00:00,0.0,00:00:00,No,00:14:58.460000,13,0,--,--,--
Running,2019-09-28 14:09:17,False,San Francisco Running,2.83,133,01:05:21,79,116,--,96,130,23:07:00,09:11:00,337,499,0.73,0,0,--,0,0,0,01:05:21,00:00:00,0.0,00:00:00,No,00:19:37.820000,3,0,--,--,--
Running,2019-09-26 15:48:06,False,Running,1.04,227,00:33:32,127,179,--,73,156,1900-01-01 08:07:00,10:23:00,--,--,0.68,0,0,--,0,0,0,1900-01-01 09:32:00,00:00:00,0.0,00:00:00,No,00:03:59.260000,2,0,--,--,--
Running,2019-09-25 15:24:01,False,Running,0.49,288,00:32:39,136,185,--,36,156,--,10:23:00,--,--,0.67,0,0,--,0,0,0,1900-01-01 08:39:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-24 18:24:14,False,San Diego Running,1.22,110,00:09:15.600000,109,128,--,174,226,07:34:00,03:48:00,--,9,1.22,0,0,--,0,0,0,00:09:15.600000,00:00:00,0.0,00:00:00,No,00:01:10.650000,2,0,--,--,--
Running,2019-09-23 15:47:17,False,San Diego Running,0.58,243,00:30:06,136,180,--,61,148,1900-01-02 04:17:00,10:36:00,53,54,0.5,0,0,--,0,0,0,1900-01-01 06:06:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-22 18:21:27,False,Santee Running,4.56,472,01:11:04,--,--,--,147,222,15:35:00,06:40:00,1154,1158,0.7,0,0,--,0,0,0,01:11:04,00:00:00,0.0,00:00:00,No,00:09:32.150000,5,0,--,--,--
Running,2019-09-22 17:01:38,False,Santee Running,0.32,1,00:47:18,--,--,--,11,139,--,20:15:00,--,--,1.01,0,0,--,0,0,0,1900-01-01 23:18:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-21 06:36:19,False,San Diego Running,12.04,1517,01:48:13,139,169,--,170,180,08:59:00,02:37:00,137,133,1.05,0,0,--,0,0,0,01:48:13,00:00:00,0.0,00:00:00,No,00:00:23.560000,13,0,--,--,--
Running,2019-09-20 15:15:17,False,Running,0.62,60,00:32:30,--,--,--,43,130,1900-01-02 04:17:00,10:14:00,--,--,0.71,0,0,--,0,0,0,1900-01-01 08:30:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-17 18:19:25,False,San Diego Running,4.41,526,00:39:19,118,158,--,168,238,08:55:00,05:01:00,302,306,1.08,0,0,--,0,0,0,1900-01-01 15:19:00,00:00:00,0.0,00:00:00,No,00:03:48.200000,5,0,--,--,--
Running,2019-09-16 22:36:08,False,Santee Running,0.33,298,00:32:38,131,161,--,6,130,--,11:27:00,--,--,2.53,0,0,--,0,0,0,1900-01-01 08:38:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-15 18:02:49,False,Santee Running,0.48,360,00:48:42,119,151,--,9,139,--,04:04:00,--,--,1.67,0,0,--,0,0,0,1900-01-02 00:42:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-14 06:36:51,False,San Diego Running,14.05,1835,02:10:02,139,180,--,170,186,09:15:00,06:36:00,23,23,1.02,0,0,--,0,0,0,02:10:02,00:00:00,0.0,00:00:00,No,00:00:25.880000,15,0,--,--,--
Running,2019-09-12 16:35:16,False,Running,0.24,135,00:20:34,116,138,--,25,127,--,10:14:00,--,--,0.74,0,0,--,0,0,0,20:34:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-09-11 15:13:18,False,Running,2.17,284,00:20:04,--,--,--,167,178,09:15:00,06:23:00,--,--,1.04,0,0,--,0,0,0,20:04:00,00:00:00,0.0,00:00:00,No,00:01:44.140000,3,0,--,--,--
Running,2019-09-10 18:20:09,False,San Diego Running,3.05,375,00:29:54,130,146,--,168,180,09:48:00,03:17:00,577,662,0.98,0,0,--,0,0,0,1900-01-01 05:54:00,00:00:00,0.0,00:00:00,No,00:00:25.940000,4,0,--,--,--
Running,2019-09-08 19:22:27,False,Santee Running,4.03,530,00:35:23,146,174,--,172,184,08:47:00,05:59:00,185,183,1.07,0,0,--,0,0,0,1900-01-01 11:23:00,00:00:00,0.0,00:00:00,No,00:00:19.950000,5,0,--,--,--
Running,2019-09-04 05:06:58,False,San Diego Running,3.04,380,00:29:40,134,152,--,171,176,09:45:00,08:41:00,6,6,0.96,0,0,--,0,0,0,1900-01-01 05:40:00,00:00:00,0.0,00:00:00,No,00:00:23.350000,4,0,--,--,--
Running,2019-08-27 18:15:13,False,San Diego Running,3.6,402,00:32:58,129,162,--,165,185,09:09:00,05:38:00,207,87,1.06,0,0,--,0,0,0,1900-01-01 08:58:00,00:00:00,0.0,00:00:00,No,00:07:00.090000,4,0,--,--,--
Running,2019-08-24 06:38:07,False,Encinitas Running,16.48,2023,02:45:37,144,184,--,165,189,10:03:00,02:35:00,359,357,0.97,0,0,--,0,0,0,02:45:37,00:00:00,0.0,00:00:00,No,00:05:18.110000,17,0,--,--,--
Running,2019-08-20 18:16:15,False,San Diego Running,3.62,430,00:41:20,136,169,--,161,180,11:25:00,07:41:00,690,691,0.88,0,0,--,0,0,0,1900-01-01 17:20:00,00:00:00,0.0,00:00:00,No,00:07:35.460000,4,0,--,--,--
Running,2019-08-20 11:43:23,False,Running,1.26,109,00:14:26,131,147,--,127,181,11:26:00,06:49:00,--,--,1.11,0,0,--,0,0,0,14:26:00,00:00:00,0.0,00:00:00,No,00:02:34.160000,2,0,--,--,--
Running,2019-08-17 06:45:29,False,San Diego Running,16.56,2053,02:36:56,143,175,--,165,231,09:28:00,05:15:00,346,359,1.03,0,0,--,0,0,0,02:36:56,00:00:00,0.0,00:00:00,No,00:05:45.570000,17,0,--,--,--
Running,2019-08-12 18:22:22,False,San Diego Running,8.03,1001,01:12:27,156,180,--,166,177,09:02:00,06:09:00,47,52,1.08,0,0,--,0,0,0,01:12:27,00:00:00,0.0,00:00:00,No,00:00:12.880000,9,0,--,--,--
Running,2019-08-04 06:46:57,False,San Diego Running,10.03,934,01:34:13,129,182,--,166,180,09:24:00,08:17:00,132,130,1.03,0,0,--,0,0,0,01:34:13,00:00:00,0.0,00:00:00,No,00:00:13.690000,11,0,--,--,--
Running,2019-08-02 18:22:12,False,San Diego Running,8.08,780,01:20:50,143,168,--,165,177,10:01:00,05:25:00,60,70,0.98,0,0,--,0,0,0,01:20:50,00:00:00,0.0,00:00:00,No,00:00:46.710000,9,0,--,--,--
Running,2019-08-01 20:12:26,False,Santee Running,2.29,204,00:23:02,135,162,--,164,172,10:03:00,07:07:00,35,31,0.98,0,0,--,0,0,0,23:02:00,00:00:00,0.0,00:00:00,No,00:02:47.370000,3,0,--,--,--
Running,2019-07-29 19:10:03,False,Santee Running,5.07,478,00:47:53,134,175,--,164,172,09:26:00,01:48:00,271,269,1.04,0,0,--,0,0,0,1900-01-01 23:53:00,00:00:00,0.0,00:00:00,No,00:00:36.530000,6,0,--,--,--
Running,2019-07-27 06:37:32,False,Coronado Running,10.01,1240,01:35:23,139,173,--,165,232,09:32:00,06:15:00,26,27,1.02,0,0,--,0,0,0,01:35:23,00:00:00,0.0,00:00:00,No,00:00:03.410000,11,0,--,--,--
Running,2019-07-24 20:33:29,False,Santee Running,0.57,72,00:06:39,--,--,--,157,170,11:42:00,09:55:00,--,21,0.88,0,0,--,0,0,0,00:06:39,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-07-23 18:25:11,False,San Diego Running,0.47,56,00:05:14.100000,133,153,--,160,174,11:04:00,01:12:00,--,22,0.91,0,0,--,0,0,0,00:05:14.100000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-07-21 18:52:49,False,San Diego Running,4.18,466,00:44:34,140,165,--,164,173,10:39:00,08:19:00,15,34,0.92,0,0,--,0,0,0,1900-01-01 20:34:00,00:00:00,0.0,00:00:00,No,00:01:54.060000,5,0,--,--,--
Running,2019-07-16 12:51:46,False,San Diego Running,8.0,1001,01:18:40,158,181,--,164,174,09:50:00,04:06:00,54,55,1.0,0,0,--,0,0,0,01:18:40,00:00:00,0.0,00:00:00,No,00:00:02.330000,9,0,--,--,--
Running,2019-07-04 22:37:42,False,Del Mar Running,2.03,210,00:37:07,--,--,--,107,192,18:16:00,03:01:00,39,38,0.83,0,0,--,0,0,0,1900-01-01 13:07:00,00:00:00,0.0,00:00:00,No,00:00:33.170000,3,0,--,--,--
Running,2019-07-02 18:56:39,False,San Diego Running,5.07,667,00:44:45,--,--,--,170,247,08:49:00,06:27:00,199,204,1.07,0,0,--,0,0,0,1900-01-01 20:45:00,00:00:00,0.0,00:00:00,No,00:00:38.380000,6,0,--,--,--
Running,2019-06-29 07:31:20,False,San Bernardino County Running,6.54,726,03:03:29,101,148,--,63,244,1900-01-01 04:03:00,06:20:00,1700,1552,0.92,0,0,--,0,0,0,03:03:29,00:00:00,0.0,00:00:00,No,00:17:01.170000,7,0,--,--,--
Running,2019-06-28 07:18:25,False,Santee Running,1.82,203,00:16:21,141,172,--,172,192,09:00:00,14:21:00,34,23,1.04,0,0,--,0,0,0,16:21:00,00:00:00,0.0,00:00:00,No,00:07:31.680000,2,0,--,--,--
Running,2019-06-06 07:39:15,False,Running,2.26,177,00:19:28,135,148,--,172,183,08:37:00,06:21:00,--,--,1.08,0,0,--,0,0,0,19:28:00,00:00:00,0.0,00:00:00,No,00:01:57.770000,3,0,--,--,--
Running,2019-06-05 06:39:55,False,Yukon Running,3.46,356,00:32:00,138,161,--,173,185,09:15:00,03:55:00,13,21,1.0,0,0,--,0,0,0,1900-01-01 08:00:00,00:00:00,0.0,00:00:00,No,00:03:59.370000,4,0,--,--,--
Running,2019-06-04 06:16:36,False,Yukon Running,3.57,360,00:32:38,135,171,--,173,181,09:09:00,05:45:00,882,827,1.02,0,0,--,0,0,0,1900-01-01 08:38:00,00:00:00,0.0,00:00:00,No,00:04:34.700000,4,0,--,--,--
Running,2019-06-02 16:37:26,False,Yukon Running,0.45,28,00:13:06,79,120,--,73,153,1900-01-01 04:52:00,02:35:00,--,259,0.76,0,0,--,0,0,0,13:06:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-06-01 08:03:27,False,Running,2.12,209,00:20:05,140,169,--,171,179,09:29:00,06:43:00,--,--,0.99,0,0,--,0,0,0,20:05:00,00:00:00,0.0,00:00:00,No,00:01:15.360000,3,0,--,--,--
Running,2019-05-31 06:35:02,False,Denali County Running,3.01,281,00:29:18,130,161,--,171,183,09:44:00,07:58:00,126,155,0.97,0,0,--,0,0,0,1900-01-01 05:18:00,00:00:00,0.0,00:00:00,No,00:00:04.800000,4,0,--,--,--
Running,2019-05-30 13:23:55,False,Denali County Running,2.6,301,00:34:30,--,--,--,138,190,13:17:00,07:21:00,242,66,0.88,0,0,--,0,0,0,1900-01-01 10:30:00,00:00:00,0.0,00:00:00,No,00:07:40.140000,3,0,--,--,--
Running,2019-05-30 08:10:04,False,Denali County Running,1.5,198,00:15:57,--,--,--,172,188,10:38:00,08:51:00,68,29,0.88,0,0,--,0,0,0,15:57:00,00:00:00,0.0,00:00:00,No,00:05:06.430000,2,0,--,--,--
Running,2019-05-28 06:01:29,False,Running,1.8,129,00:15:11,127,153,--,171,177,08:27:00,07:08:00,--,--,1.11,0,0,--,0,0,0,15:11:00,00:00:00,0.0,00:00:00,No,00:06:44.990000,2,0,--,--,--
Running,2019-05-27 11:22:16,False,Running,3.31,302,00:32:13,137,183,--,167,179,09:43:00,06:48:00,--,--,0.99,0,0,--,0,0,0,1900-01-01 08:13:00,00:00:00,0.0,00:00:00,No,00:03:34.380000,4,0,--,--,--
Running,2019-05-25 23:30:33,False,Running,0.45,41,00:15:44,--,--,--,62,129,1900-01-01 11:09:00,17:13:00,--,--,0.74,0,0,--,0,0,0,15:44:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-05-25 17:35:52,False,Running,1.22,108,00:09:59.600000,111,117,--,166,185,08:12:00,06:32:00,--,--,1.18,0,0,--,0,0,0,00:09:59.600000,00:00:00,0.0,00:00:00,No,00:02:15.720000,2,0,--,--,--
Running,2019-05-24 15:39:46,False,Hoonah-Angoon County Running,6.03,303,00:27:40,145,178,--,163,185,04:35:00,03:08:00,--,--,2.17,0,0,--,0,0,0,1900-01-01 03:40:00,00:00:00,0.0,00:00:00,No,00:00:05.720000,7,0,--,--,--
Running,2019-05-24 08:01:38,False,Running,0.35,46,00:03:25.900000,--,--,--,178,192,09:48:00,08:13:00,--,--,0.92,0,0,--,0,0,0,00:03:25.900000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-05-23 16:51:27,False,Skagway Running,1.08,64,00:02:45.900000,--,--,--,14,128,02:34:00,01:46:00,46,106,43.85,0,0,--,0,0,0,00:02:45.900000,00:00:00,0.0,00:00:00,No,00:00:08.930000,2,0,--,--,--
Running,2019-05-23 16:34:34,False,Skagway Running,1.04,105,00:09:07.600000,--,--,--,4,122,08:46:00,02:54:00,87,475,46.18,0,0,--,0,0,0,00:09:07.600000,00:00:00,0.0,00:00:00,No,00:00:09.320000,2,0,--,--,--
Running,2019-05-23 15:03:45,False,Running,0.0,--,00:01:01.600000,--,--,--,--,--,--,--,--,--,0.0,0,0,--,0,0,0,00:01:01.600000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-05-23 06:12:11,False,Skagway Running,1.2,156,00:11:26,--,--,--,176,183,09:32:00,02:23:00,45,--,0.96,0,0,--,0,0,0,11:26:00,00:00:00,0.0,00:00:00,No,00:01:28.280000,2,0,--,--,--
Running,2019-05-22 12:05:20,False,Juneau Running,1.91,164,00:55:31,--,--,--,55,179,1900-01-01 05:02:00,06:58:00,150,150,1.01,0,0,--,0,0,0,1900-01-02 07:31:00,00:00:00,0.0,00:00:00,No,00:24:46.790000,2,0,--,--,--
Running,2019-05-22 08:00:50,False,Running,1.01,131,00:09:46.600000,--,--,--,175,181,09:43:00,08:32:00,--,--,0.95,0,0,--,0,0,0,00:09:46.600000,00:00:00,0.0,00:00:00,No,00:00:03.470000,2,0,--,--,--
Running,2019-05-21 16:48:22,False,Prince of Wales-Hyder County Running,3.77,334,00:43:13,129,175,--,118,186,11:27:00,03:00:00,--,--,1.49,0,0,--,0,0,0,1900-01-01 19:13:00,00:00:00,0.0,00:00:00,No,00:08:21.790000,4,0,--,--,--
Running,2019-05-21 05:10:02,False,Ketchikan Gateway County Running,3.43,323,00:15:09,--,--,--,176,197,04:25:00,02:29:00,--,--,2.06,0,0,--,0,0,0,15:09:00,00:00:00,0.0,00:00:00,No,00:01:32.390000,4,0,--,--,--
Running,2019-05-20 06:45:43,False,Running,5.15,647,00:50:22,167,190,--,176,199,09:47:00,05:56:00,--,--,0.93,0,0,--,0,0,0,1900-01-02 02:22:00,00:00:00,0.0,00:00:00,No,00:01:31.910000,6,0,--,--,--
Running,2019-05-14 18:54:42,False,San Diego Running,4.64,595,00:42:20,153,177,--,169,191,09:07:00,03:19:00,813,814,1.04,0,0,--,0,0,0,1900-01-01 18:20:00,00:00:00,0.0,00:00:00,No,00:06:47.840000,5,0,--,--,--
Running,2019-05-11 06:55:41,False,San Diego Running,19.31,1896,03:12:14,144,168,--,169,184,09:57:00,00:50:00,60,59,0.96,0,0,--,0,0,0,03:12:14,00:00:00,0.0,00:00:00,No,00:03:20.390000,20,0,--,--,--
Running,2019-05-08 18:35:26,False,San Diego Running,8.03,739,01:11:14,137,170,--,170,181,08:52:00,07:28:00,55,57,1.07,0,0,--,0,0,0,01:11:14,00:00:00,0.0,00:00:00,No,00:00:13.330000,9,0,--,--,--
Running,2019-05-04 06:56:26,False,San Diego Running,11.02,1041,01:42:26,152,178,--,171,191,09:18:00,06:45:00,444,457,1.01,0,0,--,0,0,0,01:42:26,00:00:00,0.0,00:00:00,No,00:00:08.990000,12,0,--,--,--
Running,2019-04-28 06:46:47,False,Monterey County Running,26.34,3204,04:46:44,151,178,--,162,248,10:53:00,07:22:00,2127,2403,0.91,0,0,--,0,0,0,04:46:44,00:00:00,0.0,00:00:00,No,00:03:48.210000,27,0,--,--,--
Running,2019-04-16 19:01:04,False,San Diego Running,4.5,495,00:40:07,145,166,--,173,194,08:55:00,05:58:00,759,800,1.04,0,0,--,0,0,0,1900-01-01 16:07:00,00:00:00,0.0,00:00:00,No,00:03:43.180000,5,0,--,--,--
Running,2019-04-13 07:02:09,False,Oceanside Running,16.66,1604,02:39:26,161,195,--,167,245,09:34:00,05:29:00,146,149,1.01,0,0,--,0,0,0,02:39:26,00:00:00,0.0,00:00:00,No,00:07:48.400000,17,0,--,--,--
Running,2019-04-06 07:39:37,False,El Cajon Running,4.57,583,00:40:36,--,--,--,171,191,08:54:00,07:22:00,57,85,1.06,0,0,--,0,0,0,1900-01-01 16:36:00,00:00:00,0.0,00:00:00,No,00:04:33.500000,5,0,--,--,--
Running,2019-03-30 08:09:06,False,Oceanside Running,15.95,1787,02:36:08,159,187,--,168,183,09:47:00,03:07:00,337,315,0.98,0,0,--,0,0,0,02:36:08,00:00:00,0.0,00:00:00,No,00:08:50.920000,16,0,--,--,--
Running,2019-03-27 18:37:57,False,San Diego Running,4.02,485,00:38:09,150,176,--,166,184,09:29:00,03:18:00,32,29,1.02,0,0,--,0,0,0,1900-01-01 14:09:00,00:00:00,0.0,00:00:00,No,00:00:09.820000,5,0,--,--,--
