Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence.1,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,2019-03-26 18:53:58,False,San Diego Running,3.36,323,00:30:06,134,162,--,171,189,08:57:00,05:59:00,590,589,1.05,0,0,--,0,0,0,1900-01-01 06:06:00,00:00:00,0.0,00:00:00,No,00:02:07.670000,9,0,--,--,--
Running,2019-03-23 07:23:23,False,San Diego Running,14.96,1701,02:25:17,155,179,--,167,194,09:43:00,06:45:00,282,282,0.99,0,0,--,0,0,0,02:25:17,00:00:00,0.0,00:00:00,No,00:09:03.730000,15,0,--,--,--
Running,2019-03-19 18:51:08,False,San Diego Running,5.29,600,00:47:02,149,182,--,169,196,08:54:00,05:55:00,785,750,1.07,0,0,--,0,0,0,1900-01-01 23:02:00,00:00:00,0.0,00:00:00,No,00:02:29.760000,6,0,--,--,--
Running,2019-03-09 07:23:50,False,San Diego - Running,17.02,2249,02:47:09,--,--,--,166,180,09:49:00,07:10:00,255,255,0.99,0,0,--,0,0,0,02:47:09,00:00:00,0.0,00:00:00,No,00:00:14.450000,18,0,--,--,--
Running,2019-03-03 17:31:46,False,Santee - Running,4.06,529,00:41:22,--,--,--,167,181,10:12:00,08:26:00,153,153,0.95,0,0,--,0,0,0,1900-01-01 17:22:00,00:00:00,0.0,00:00:00,No,00:00:27.060000,5,0,--,--,--
Running,2019-02-26 18:53:40,False,San Diego - Running,3.65,417,00:36:06,155,179,--,168,187,09:54:00,07:49:00,611,637,0.97,0,0,--,0,0,0,1900-01-01 12:06:00,00:00:00,0.0,00:00:00,No,00:06:29.300000,4,0,--,--,--
Running,2019-02-26 06:48:39,False,Santee - Running,4.36,422,00:40:28,141,162,--,170,198,09:17:00,05:00:00,316,305,1.02,0,0,--,0,0,0,1900-01-01 16:28:00,00:00:00,0.0,00:00:00,No,00:02:59.380000,5,0,--,--,--
Running,2019-02-23 07:24:20,False,San Diego Running,10.28,1311,01:44:17,--,--,--,167,181,10:09:00,07:49:00,456,456,0.95,0,0,--,0,0,0,01:44:17,00:00:00,0.0,00:00:00,No,00:09:32.740000,11,0,--,--,--
Running,2019-02-14 17:19:04,False,Santee Running,5.0,531,00:47:24,150,176,--,165,184,09:28:00,07:19:00,103,105,1.03,0,0,--,0,0,0,1900-01-01 23:24:00,00:00:00,0.0,00:00:00,No,00:08:33.970000,6,0,--,--,--
Running,2019-02-12 10:50:11,False,New Orleans Running,3.35,432,00:32:51,--,--,--,167,241,09:48:00,00:31:00,8,4,0.99,0,0,--,0,0,0,1900-01-01 08:51:00,00:00:00,0.0,00:00:00,No,00:09:01.220000,4,0,--,--,--
Running,2019-02-10 07:35:32,False,New Orleans Running,13.31,1486,01:59:16,160,183,--,169,182,08:58:00,01:45:00,7,13,1.06,0,0,--,0,0,0,01:59:16,00:00:00,0.0,00:00:00,No,00:08:09.810000,14,0,--,--,--
Running,2019-02-03 07:30:28,False,Encinitas Running,6.23,660,00:53:18,136,152,--,168,183,08:34:00,07:29:00,119,118,1.12,0,0,--,0,0,0,1900-01-02 05:18:00,00:00:00,0.0,00:00:00,No,00:07:57.760000,7,0,--,--,--
Running,2019-01-26 07:26:38,False,Escondido Running,10.11,1023,01:38:51,152,180,--,166,181,09:46:00,05:32:00,256,266,0.99,0,0,--,0,0,0,01:38:51,00:00:00,0.0,00:00:00,No,00:09:12.810000,11,0,--,--,--
Running,2019-01-20 08:02:15,False,Carlsbad Running,0.75,84,00:08:40.100000,128,134,--,167,174,11:32:00,05:17:00,7,--,0.84,0,0,--,0,0,0,00:08:40.100000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-01-19 07:25:31,False,San Diego Running,12.01,1248,01:52:23,157,185,--,169,183,09:22:00,06:50:00,99,112,1.02,0,0,--,0,0,0,01:52:23,00:00:00,0.0,00:00:00,No,00:00:00,13,0,--,--,--
Running,2019-01-15 18:54:17,False,San Diego Running,2.08,265,00:15:28,--,--,--,171,191,07:27:00,06:16:00,373,369,1.27,0,0,--,0,0,0,15:28:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2019-01-15 18:36:44,False,San Diego Running,0.54,69,00:04:09.900000,--,--,--,177,184,07:46:00,06:32:00,96,82,1.17,0,0,--,0,0,0,00:04:09.900000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2019-01-05 08:20:35,False,San Diego Running,4.51,465,00:42:35,153,170,--,173,183,09:26:00,02:34:00,359,323,0.99,0,0,--,0,0,0,1900-01-01 18:35:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2019-01-01 15:35:40,False,Santee Running,7.1,903,01:05:28,--,--,--,167,184,09:13:00,06:50:00,98,96,1.05,0,0,--,0,0,0,01:05:28,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2018-12-21 15:30:13,False,San Diego Running,8.02,1022,01:14:21,--,--,--,169,184,09:16:00,07:45:00,42,46,1.03,0,0,--,0,0,0,01:14:21,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-12-02 09:42:52,False,Memphis Running,1.03,93,00:13:03,118,130,--,172,180,12:40:00,06:32:00,98,87,0.74,0,0,--,0,0,0,13:03:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-12-01 09:13:24,False,Memphis Running,26.33,3195,04:55:48,149,172,--,165,188,11:14:00,05:27:00,409,414,0.86,0,0,--,0,0,0,04:55:48,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-11-28 07:50:45,False,Santee Running,4.36,492,00:45:01,152,180,--,175,184,10:19:00,07:17:00,296,292,0.89,0,0,--,0,0,0,1900-01-01 21:01:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-11-24 07:19:19,False,San Diego Running,10.15,1307,01:32:53,--,--,--,173,182,09:09:00,08:04:00,113,113,1.01,0,0,--,0,0,0,01:32:53,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-11-22 11:39:24,False,San Diego Running,3.51,439,01:39:26,102,167,--,78,174,1900-01-01 04:19:00,05:38:00,530,530,0.73,0,0,--,0,0,0,01:39:26,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-11-22 07:43:34,False,San Diego Running,0.43,60,00:04:21.100000,--,--,--,174,182,10:12:00,02:38:00,120,--,0.91,0,0,--,0,0,0,00:04:21.100000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-11-21 16:24:46,False,San Diego Running,8.02,555,01:14:11,124,144,--,171,186,09:15:00,07:55:00,57,61,1.02,0,0,--,0,0,0,01:14:11,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-11-19 14:08:02,False,San Diego Running,8.12,1050,01:13:08,--,--,--,170,180,09:00:00,07:34:00,51,62,1.05,0,0,--,0,0,0,01:13:08,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-11-17 07:21:09,False,Coronado Running,7.3,810,01:09:18,154,174,--,174,186,09:30:00,07:18:00,31,31,0.97,0,0,--,0,0,0,01:09:18,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2018-11-13 19:05:32,False,San Diego Running,1.01,58,00:08:25.800000,116,141,--,181,208,08:21:00,05:29:00,86,113,1.06,0,0,--,0,0,0,00:08:25.800000,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-11-10 07:48:40,False,Richmond Running,25.92,3166,05:00:05,--,--,--,164,180,11:35:00,05:55:00,707,707,0.85,0,0,--,0,0,0,05:00:05,00:00:00,0.0,00:00:00,No,00:00:00,26,0,--,--,--
Running,2018-11-03 07:26:00,False,San Diego Running,10.02,1002,01:35:21,145,159,--,172,180,09:31:00,07:46:00,31,26,0.98,0,0,--,0,0,0,01:35:21,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-11-02 07:01:22,False,Santee Running,3.55,312,00:33:47,135,153,--,173,190,09:31:00,07:51:00,139,144,0.98,0,0,--,0,0,0,1900-01-01 09:47:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-10-27 07:20:52,False,Solana Beach Running,9.7,1008,01:41:50,148,177,--,170,188,10:30:00,07:21:00,664,724,0.9,0,0,--,0,0,0,01:41:50,00:00:00,0.0,00:00:00,No,00:00:00,10,0,--,--,--
Running,2018-10-20 08:35:23,False,San Bernardino County Running,13.65,1135,05:18:17,--,--,--,98,160,23:19:00,10:58:00,2264,3592,0.7,0,0,--,0,0,0,05:18:17,00:00:00,0.0,00:00:00,No,00:00:00,14,0,--,--,--
Running,2018-10-13 07:35:37,False,San Diego Running,11.01,997,01:49:10,147,188,--,169,186,09:55:00,04:48:00,452,453,0.96,0,0,--,0,0,0,01:49:10,00:00:00,0.0,00:00:00,No,00:00:00,12,0,--,--,--
Running,2018-10-07 06:09:38,False,Long Beach Running,26.41,3014,05:45:36,152,193,--,156,182,13:05:00,06:34:00,344,341,0.78,0,0,--,0,0,0,05:45:36,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-09-26 15:35:21,False,Yinchuan Running,0.84,94,00:14:09,--,--,--,103,126,16:48:00,03:17:00,13,--,0.93,0,0,--,0,0,0,14:09:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-24 14:20:47,False,Dali Running,3.08,348,01:05:24,--,--,--,90,122,21:13:00,03:06:00,3017,3031,0.84,0,0,--,0,0,0,01:05:24,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-09-22 10:29:42,False,Lijiang Running,1.02,78,00:28:18,--,--,--,76,134,1900-01-01 03:48:00,02:06:00,--,--,0.75,0,0,--,0,0,0,1900-01-01 04:18:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-09-20 11:53:13,False,Deqen Running,0.03,7,00:00:49.400000,--,--,--,96,104,1900-01-01 01:13:00,09:09:00,--,66,0.67,0,0,--,0,0,0,00:00:49.400000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-19 16:22:57,False,Deqen Running,1.0,43,00:40:15,--,--,--,65,127,1900-01-01 16:09:00,02:33:00,110,289,0.61,0,0,--,0,0,0,1900-01-01 16:15:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-09-19 14:15:47,False,Deqen Running,1.03,40,00:49:23,--,--,--,54,158,1900-01-01 23:49:00,02:17:00,852,--,0.62,0,0,--,0,0,0,1900-01-02 01:23:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-09-19 11:34:36,False,Deqen Running,0.56,31,00:27:07,--,--,--,50,159,1900-01-02 00:09:00,01:33:00,507,--,0.67,0,0,--,0,0,0,1900-01-01 03:07:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-19 10:53:46,False,Deqen Running,0.17,21,00:04:35.800000,--,--,--,81,123,1900-01-01 03:49:00,07:33:00,91,--,0.71,0,0,--,0,0,0,00:04:35.800000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-18 16:09:15,False,Deqen Running,1.0,98,00:20:44,--,--,--,105,154,20:49:00,10:09:00,--,46,0.74,0,0,--,0,0,0,20:44:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-16 09:00:34,False,Yinchuan Running,0.71,67,00:12:58,--,--,--,117,126,18:22:00,11:14:00,--,--,0.75,0,0,--,0,0,0,12:58:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-15 07:30:32,False,Yinchuan Running,0.34,32,00:08:03.100000,--,--,--,88,184,23:32:00,10:32:00,--,--,0.78,0,0,--,0,0,0,00:08:03.100000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-09-09 07:04:42,False,Erie Running,26.42,3153,05:06:08,145,176,--,162,186,11:35:00,05:46:00,66,63,0.85,0,0,--,0,0,0,05:06:08,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-09-04 19:55:56,False,Santee Running,4.0,503,00:38:38,--,--,--,171,180,09:39:00,03:32:00,175,177,0.97,0,0,--,0,0,0,1900-01-01 14:38:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-08-26 00:00:02,False,Lincoln County Running,22.58,2750,05:00:05,157,185,--,155,182,13:17:00,08:52:00,1082,827,0.78,0,0,--,0,0,0,05:00:05,00:00:00,0.0,00:00:00,No,00:00:00,23,0,--,--,--
Running,2018-08-14 19:47:49,False,San Diego Running,1.51,187,00:17:43,--,--,--,167,170,11:42:00,10:41:00,7,11,0.82,0,0,--,0,0,0,17:43:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-08-14 18:46:38,False,San Diego Running,6.5,784,00:59:30,--,--,--,174,186,09:09:00,06:21:00,54,59,1.01,0,0,--,0,0,0,1900-01-02 11:30:00,00:00:00,0.0,00:00:00,No,00:00:00,20,0,--,--,--
Running,2018-08-13 19:03:03,False,San Diego Running,2.32,293,00:23:23,--,--,--,170,178,10:05:00,08:23:00,18,19,0.94,0,0,--,0,0,0,23:23:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-08-11 07:16:36,False,San Diego Running,11.1,1388,01:51:07,--,--,--,173,188,10:01:00,01:59:00,508,509,0.93,0,0,--,0,0,0,01:51:07,00:00:00,0.0,00:00:00,No,00:00:00,12,0,--,--,--
Running,2018-08-10 18:57:40,False,San Diego Running,7.03,896,01:12:15,--,--,--,169,176,10:16:00,02:09:00,25,24,0.93,0,0,--,0,0,0,01:12:15,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2018-08-09 19:01:50,False,San Diego Running,5.02,625,00:44:06,--,--,--,174,182,08:47:00,07:21:00,34,31,1.05,0,0,--,0,0,0,1900-01-01 20:06:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-08-08 19:02:09,False,San Diego Running,5.1,636,00:50:02,--,--,--,170,178,09:48:00,07:47:00,8,16,0.97,0,0,--,0,0,0,1900-01-02 02:02:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-08-07 19:03:10,False,San Diego Running,4.0,491,00:36:24,--,--,--,173,192,09:06:00,06:21:00,15,25,1.02,0,0,--,0,0,0,1900-01-01 12:24:00,00:00:00,0.0,00:00:00,No,00:00:00,21,0,--,--,--
Running,2018-08-06 19:04:09,False,San Diego Running,8.01,998,01:14:50,--,--,--,169,178,09:20:00,07:55:00,41,40,1.02,0,0,--,0,0,0,01:14:50,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-08-05 07:19:57,False,San Diego Running,10.02,1244,01:33:24,--,--,--,174,190,09:19:00,07:49:00,31,33,0.99,0,0,--,0,0,0,01:33:24,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-08-03 18:36:01,False,San Diego Running,8.0,997,01:16:31,--,--,--,169,182,09:34:00,07:44:00,33,34,1.0,0,0,--,0,0,0,01:16:31,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-07-30 18:37:41,False,San Diego Running,8.18,1018,01:18:58,--,--,--,168,186,09:39:00,08:02:00,39,44,0.99,0,0,--,0,0,0,01:18:58,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-07-28 07:15:36,False,Coronado Running,6.32,780,00:57:17,--,--,--,175,182,09:04:00,08:04:00,24,23,1.01,0,0,--,0,0,0,1900-01-02 09:17:00,00:00:00,0.0,00:00:00,No,00:00:00,7,0,--,--,--
Running,2018-07-24 03:15:16,False,Inyo County Running,7.68,269,05:56:22,--,--,--,35,159,1900-01-01 22:24:00,11:33:00,4137,78,1.03,0,0,--,0,0,0,05:56:22,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2018-07-21 07:17:03,False,San Diego Running,9.06,864,01:25:03,148,177,--,175,186,09:23:00,08:35:00,40,39,0.98,0,0,--,0,0,0,01:25:03,00:00:00,0.0,00:00:00,No,00:00:00,10,0,--,--,--
Running,2018-07-17 18:44:39,False,San Diego Running,8.01,834,01:17:24,151,180,--,171,180,09:40:00,07:50:00,71,76,0.97,0,0,--,0,0,0,01:17:24,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-07-16 20:05:38,False,Santee Running,2.01,245,00:18:32,--,--,--,173,186,09:14:00,06:56:00,34,36,1.0,0,0,--,0,0,0,18:32:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-07-15 06:01:01,False,Missoula County Running,26.25,2716,05:02:15,152,191,--,164,182,11:31:00,06:37:00,380,219,0.85,0,0,--,0,0,0,05:02:15,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-07-10 06:49:43,False,Santee Running,4.62,576,00:45:48,--,--,--,170,181,09:55:00,06:43:00,300,301,0.96,0,0,--,0,0,0,1900-01-01 21:48:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-07-04 08:11:11,False,Santee Running,5.17,497,00:51:51,141,175,--,173,178,10:01:00,04:06:00,311,318,0.93,0,0,--,0,0,0,1900-01-02 03:51:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-06-30 07:26:00,False,Encinitas Running,10.35,963,01:37:08,145,193,--,175,188,09:23:00,04:48:00,235,240,0.98,0,0,--,0,0,0,01:37:08,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-06-29 19:08:10,False,San Diego Running,2.11,219,00:22:18,137,155,--,174,176,10:35:00,09:33:00,21,21,0.88,0,0,--,0,0,0,22:18:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-06-23 08:20:49,False,San Diego Running,7.15,682,01:07:20,146,178,--,176,186,09:25:00,07:35:00,86,83,0.97,0,0,--,0,0,0,01:07:20,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2018-06-21 20:09:31,False,Santee Running,2.64,261,00:26:55,131,147,--,174,178,10:13:00,03:58:00,116,114,0.91,0,0,--,0,0,0,1900-01-01 02:55:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-06-19 06:24:45,False,Santee Running,5.0,554,00:53:43,151,177,--,172,178,10:44:00,09:08:00,74,75,0.87,0,0,--,0,0,0,1900-01-02 05:43:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-06-16 07:49:55,False,Lake County Running,26.26,2730,04:51:04,144,160,--,166,196,11:05:00,08:26:00,389,504,0.87,0,0,--,0,0,0,04:51:04,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-05-27 06:03:40,False,Ojai Running,26.17,2467,04:13:05,151,181,--,171,192,09:40:00,06:17:00,477,1213,0.97,0,0,--,0,0,0,04:13:05,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-05-23 08:02:19,False,Santee Running,2.7,299,00:30:33,153,192,--,174,182,11:20:00,08:24:00,39,41,0.82,0,0,--,0,0,0,1900-01-01 06:33:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-05-22 18:47:37,False,San Diego Running,3.1,277,00:29:56,139,159,--,179,202,09:39:00,06:33:00,499,534,0.93,0,0,--,0,0,0,1900-01-01 05:56:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-05-21 19:18:29,False,Santee Running,3.0,290,00:30:27,139,152,--,175,180,10:09:00,08:38:00,99,85,0.91,0,0,--,0,0,0,1900-01-01 06:27:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-05-20 16:15:31,False,Santee Running,5.55,550,01:01:30,139,165,--,171,180,11:04:00,07:41:00,50,53,0.85,0,0,--,0,0,0,01:01:30,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-05-19 06:50:05,False,San Diego Running,10.01,845,01:30:47,135,157,--,178,192,09:04:00,07:49:00,54,60,1.0,0,0,--,0,0,0,01:30:47,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-05-17 19:08:48,False,San Diego Running,2.01,195,00:18:24,134,145,--,180,188,09:09:00,04:39:00,--,8,0.98,0,0,--,0,0,0,18:24:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-05-15 18:45:43,False,San Diego Running,4.45,406,00:41:01,136,162,--,177,198,09:13:00,06:40:00,748,781,0.99,0,0,--,0,0,0,1900-01-01 17:01:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-05-14 20:00:33,False,Santee Running,4.04,493,00:41:53,--,--,--,173,178,10:22:00,09:06:00,181,182,0.9,0,0,--,0,0,0,1900-01-01 17:53:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-05-13 19:03:25,False,Santee Running,5.4,551,01:00:17,136,156,--,170,176,11:10:00,09:35:00,108,110,0.85,0,0,--,0,0,0,01:00:17,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-05-12 06:51:16,False,San Diego Running,19.32,1623,03:00:02,141,174,--,172,190,09:19:00,07:14:00,60,64,1.0,0,0,--,0,0,0,03:00:02,00:00:00,0.0,00:00:00,No,00:00:00,20,0,--,--,--
Running,2018-05-10 19:03:52,False,San Diego Running,8.02,821,01:10:41,140,166,--,174,182,08:49:00,07:44:00,73,61,1.05,0,0,--,0,0,0,01:10:41,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-05-09 07:19:09,False,Santee Running,5.08,613,00:49:56,166,192,--,175,188,09:50:00,04:39:00,268,279,0.94,0,0,--,0,0,0,1900-01-02 01:56:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-05-08 19:00:00,False,San Diego Running,3.96,309,00:35:16,128,155,--,176,198,08:54:00,05:29:00,608,605,1.03,0,0,--,0,0,0,1900-01-01 11:16:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-05-07 06:58:23,False,Santee Running,8.0,860,01:21:21,146,173,--,172,180,10:10:00,08:39:00,365,392,0.92,0,0,--,0,0,0,01:21:21,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-05-06 07:40:34,False,Santee Running,5.06,449,00:51:51,130,175,--,174,182,10:14:00,08:33:00,93,78,0.9,0,0,--,0,0,0,1900-01-02 03:51:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-05-05 06:56:24,False,San Diego Running,15.01,1857,02:31:22,--,--,--,171,182,10:05:00,03:43:00,758,761,0.93,0,0,--,0,0,0,02:31:22,00:00:00,0.0,00:00:00,No,00:00:00,16,0,--,--,--
Running,2018-05-03 20:31:56,False,Santee Running,1.07,94,00:12:18,118,127,--,170,178,11:33:00,09:22:00,16,--,0.82,0,0,--,0,0,0,12:18:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-04-30 18:53:23,False,San Diego Running,0.25,21,00:03:24.900000,107,133,--,151,176,13:35:00,07:03:00,--,--,0.79,0,0,--,0,0,0,00:03:24.900000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-04-29 07:35:27,False,Oceanport Running,26.43,3299,04:01:56,--,--,--,169,185,09:09:00,07:56:00,93,97,1.04,0,0,--,0,0,0,04:01:56,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-04-24 18:53:10,False,San Diego Running,3.14,281,00:26:27,142,154,--,179,192,08:26:00,06:47:00,538,535,1.07,0,0,--,0,0,0,1900-01-01 02:27:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-04-23 07:58:31,False,Santee Running,3.08,312,00:31:03,142,175,--,175,188,10:04:00,06:58:00,171,169,0.91,0,0,--,0,0,0,1900-01-01 07:03:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-04-22 16:53:13,False,Santee Running,2.31,175,00:55:00,--,--,--,91,184,23:51:00,09:08:00,48,12,0.7,0,0,--,0,0,0,1900-01-02 07:00:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-04-21 06:44:56,False,Ojai Running,18.03,1851,02:48:07,164,185,--,171,182,09:19:00,07:28:00,237,974,1.01,0,0,--,0,0,0,02:48:07,00:00:00,0.0,00:00:00,No,00:00:00,19,0,--,--,--
Running,2018-04-17 19:03:50,False,San Diego Running,2.04,214,00:18:50,132,170,--,177,196,09:15:00,07:09:00,327,371,0.98,0,0,--,0,0,0,18:50:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-04-16 18:58:42,False,San Diego Running,5.05,511,00:43:37,129,151,--,172,178,08:38:00,07:14:00,35,40,1.08,0,0,--,0,0,0,1900-01-01 19:37:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-04-15 18:26:56,False,Santee Running,5.03,490,00:49:43,140,177,--,169,176,09:53:00,07:36:00,96,113,0.96,0,0,--,0,0,0,1900-01-02 01:43:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-04-14 07:22:23,False,Los Angeles Running,4.08,434,00:42:45,123,141,--,172,182,10:29:00,01:36:00,157,129,0.89,0,0,--,0,0,0,1900-01-01 18:45:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-04-10 19:16:00,False,San Diego Running,3.39,417,00:25:34,--,--,--,176,186,07:33:00,06:12:00,601,589,1.21,0,0,--,0,0,0,1900-01-01 01:34:00,00:00:00,0.0,00:00:00,No,00:00:00,4,0,--,--,--
Running,2018-04-09 18:25:44,False,San Diego Running,8.02,777,01:12:51,145,166,--,168,178,09:05:00,06:36:00,46,47,1.05,0,0,--,0,0,0,01:12:51,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-04-08 19:26:38,False,Santee Running,5.17,521,00:51:28,140,177,--,170,174,09:57:00,08:46:00,254,244,0.95,0,0,--,0,0,0,1900-01-02 03:28:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-04-07 06:49:32,False,San Diego Running,17.02,1446,02:43:24,142,178,--,169,188,09:36:00,05:03:00,1023,1040,0.99,0,0,--,0,0,0,02:43:24,00:00:00,0.0,00:00:00,No,00:00:00,18,0,--,--,--
Running,2018-04-06 07:32:38,False,Santee Running,6.03,652,01:00:11,150,175,--,171,176,09:59:00,06:50:00,363,377,0.94,0,0,--,0,0,0,01:00:11,00:00:00,0.0,00:00:00,No,00:00:00,7,0,--,--,--
Running,2018-04-03 19:04:22,False,San Diego Running,2.37,136,00:22:03,113,145,--,173,186,09:18:00,01:42:00,226,255,1.0,0,0,--,0,0,0,22:03:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
