id,type,start_date_local,x_start_h,name,x_min,x_mi,x_min/mi,x_mph,x_max_mph,total_elevation_gain,average_heartrate,max_heartrate,average_cadence,x_nearest_city_start,x_dist_start_end_km,start_latlng,end_latlng,elev_low,elev_high,athlete_count,average_temp,distance,elapsed_time,start_latitude,start_longitude,timezone,x_date,x_elev_%,x_url
1490133214,Run,22.03.2018 18:31:22,18.5,Evening Run,52.5,5.327,9.86,6.08,7.16,13.1,,,82.7,NA-US-CA-La Jolla,0,"[32.788607, -117.209126]","[32.78873, -117.208747]",1.9,8,1,,8573.7,3581,32.788607,-117.209126,(GMT-08:00) America/Los_Angeles,2018-03-22,0.15,https://www.strava.com/activities/1490133214
1490133248,Run,24.03.2018 07:22:49,7.4,Morning Run,148.3,17.035,8.71,6.89,8.5,148.9,118.4,153,84,NA-US-CA-La Jolla,0,"[32.758342, -117.242078]","[32.758334, -117.242179]",1.5,28,1,,27415.7,9633,32.758342,-117.242078,(GMT-08:00) America/Los_Angeles,2018-03-24,0.54,https://www.strava.com/activities/1490133248
1490133221,Run,26.03.2018 18:55:22,18.9,Evening Run,19.9,2.022,9.85,6.09,6.93,3,123.7,134,83.7,NA-US-CA-La Jolla,0,"[32.788547, -117.209185]","[32.788716, -117.209303]",2,5.4,1,,3253.3,1195,32.788547,-117.209185,(GMT-08:00) America/Los_Angeles,2018-03-26,0.09,https://www.strava.com/activities/1490133221
1490133238,Run,27.03.2018 18:54:23,18.9,Evening Run,25.1,2.9,8.66,6.93,10.74,9,126.1,140,86.9,NA-US-CA-Coronado,0.1,"[32.72077, -117.150551]","[32.721382, -117.150286]",38,52.4,1,,4667.2,1773,32.72077,-117.150551,(GMT-08:00) America/Los_Angeles,2018-03-27,0.19,https://www.strava.com/activities/1490133238
1490133253,Run,28.03.2018 18:50:36,18.8,Evening Run,60,6.142,9.77,6.14,8.05,16.9,142.9,163,83.8,NA-US-CA-La Jolla,0.1,"[32.788235, -117.209022]","[32.78872, -117.208681]",1.6,7.1,1,,9885,3866,32.788235,-117.209022,(GMT-08:00) America/Los_Angeles,2018-03-28,0.17,https://www.strava.com/activities/1490133253
1490133260,Run,29.03.2018 18:48:02,18.8,Evening Run,71.1,8.022,8.87,6.77,8.5,37.6,156.3,176,84.2,NA-US-CA-La Jolla,0.1,"[32.788296, -117.209243]","[32.789061, -117.210141]",1.5,12.6,1,,12909.4,4276,32.788296,-117.209243,(GMT-08:00) America/Los_Angeles,2018-03-29,0.29,https://www.strava.com/activities/1490133260
1490133280,Run,31.03.2018 08:14:17,8.2,Morning Run,151.9,16.376,9.27,6.47,9.17,142.8,127.7,147,83.5,NA-US-CA-Oceanside,24.3,"[33.192417, -117.379425]","[32.993379, -117.271371]",-0.1,29,1,,26354.8,9792,33.192417,-117.379425,(GMT-08:00) America/Los_Angeles,2018-03-31,0.54,https://www.strava.com/activities/1490133280
1490133268,Run,02.04.2018 19:22:27,19.4,Evening Run,46.4,5.019,9.25,6.48,8.5,70,145.1,179,84.9,NA-US-CA-Santee,0.4,"[32.852085, -116.964144]","[32.853589, -116.960574]",106.6,160.9,1,,8076.9,2790,32.852085,-116.964144,(GMT-08:00) America/Los_Angeles,2018-04-02,0.87,https://www.strava.com/activities/1490133268
1490133251,Run,03.04.2018 19:04:22,19.1,Evening Run,22.1,2.372,9.29,6.46,16.33,4.3,113.5,145,86.9,NA-US-CA-Coronado,0,"[32.720859, -117.150176]","[32.720794, -117.150133]",40.5,46.6,1,,3817.7,1483,32.720859,-117.150176,(GMT-08:00) America/Los_Angeles,2018-04-03,0.11,https://www.strava.com/activities/1490133251
1495052807,Run,06.04.2018 07:32:38,7.5,Morning Run,60.2,6.027,9.98,6.01,7.38,134.3,148.5,175,85.4,NA-US-CA-Santee,0,"[32.853717, -116.960631]","[32.853721, -116.960521]",111.1,175,1,,9699.4,3610,32.853717,-116.960631,(GMT-08:00) America/Los_Angeles,2018-04-06,1.38,https://www.strava.com/activities/1495052807
1495052888,Run,07.04.2018 06:49:32,6.8,Morning Run,163.4,17.022,9.6,6.25,8.5,269.9,142,177,84.8,NA-US-CA-La Jolla,0.4,"[32.858924, -117.255978]","[32.86275, -117.255432]",2.8,135.7,1,,27394.1,10892,32.858924,-117.255978,(GMT-08:00) America/Los_Angeles,2018-04-07,0.99,https://www.strava.com/activities/1495052888
1501618383,Run,08.04.2018 19:26:38,19.4,Evening Run,51.5,5.168,9.96,6.03,7.61,76.5,139.5,177,84.8,NA-US-CA-Santee,0,"[32.853699, -116.960589]","[32.853632, -116.960559]",106.1,174,1,,8316.6,3087,32.853699,-116.960589,(GMT-08:00) America/Los_Angeles,2018-04-08,0.92,https://www.strava.com/activities/1501618383
1501618469,Run,09.04.2018 18:25:44,18.4,Evening Run,72.8,8.02,9.08,6.61,9.4,39.3,144.9,166,84,NA-US-CA-La Jolla,0,"[32.788567, -117.20918]","[32.78885, -117.209519]",1.6,12.6,1,,12907.6,4460,32.788567,-117.20918,(GMT-08:00) America/Los_Angeles,2018-04-09,0.3,https://www.strava.com/activities/1501618469
1501618465,Run,10.04.2018 19:16:00,19.3,Evening Run,25.6,3.385,7.55,7.94,10.96,7.5,,,87.9,NA-US-CA-Coronado,0,"[32.720959, -117.150013]","[32.72106, -117.15002]",40.7,46,1,,5447.8,1534,32.720959,-117.150013,(GMT-08:00) America/Los_Angeles,2018-04-10,0.14,https://www.strava.com/activities/1501618465
1522777816,Run,14.04.2018 07:22:23,7.4,Morning Run,42.7,4.08,10.47,5.73,12.3,48.9,125.8,141,86.9,NA-US-CA-Hollywood,0,"[34.103716, -118.325288]","[34.103904, -118.32514]",106,134.5,1,,6565.5,2843,34.103716,-118.325288,(GMT-08:00) America/Los_Angeles,2018-04-14,0.74,https://www.strava.com/activities/1522777816
1522778579,Run,15.04.2018 18:26:56,18.4,Evening Run,49.7,5.029,9.89,6.07,7.61,34.8,140.3,177,84.5,NA-US-CA-Santee,0,"[32.8536, -116.960545]","[32.853643, -116.960492]",106,128,1,,8093.6,2983,32.8536,-116.960545,(GMT-08:00) America/Los_Angeles,2018-04-15,0.43,https://www.strava.com/activities/1522778579
1522779093,Run,16.04.2018 18:58:42,19,Evening Run,43.6,5.053,8.63,6.95,8.72,14.6,129.7,149,86.1,NA-US-CA-La Jolla,0,"[32.788519, -117.209046]","[32.788611, -117.209148]",1.5,7.1,1,,8131.3,2750,32.788519,-117.209046,(GMT-08:00) America/Los_Angeles,2018-04-16,0.18,https://www.strava.com/activities/1522779093
1522779567,Run,17.04.2018 19:03:50,19.1,Evening Run,18.8,2.035,9.25,6.49,8.72,0,130,170,88.6,NA-US-CA-Coronado,0,"[32.721223, -117.150021]","[32.720856, -117.15005]",40.7,41.1,1,,3275.1,1151,32.721223,-117.150021,(GMT-08:00) America/Los_Angeles,2018-04-17,,https://www.strava.com/activities/1522779567
1526112328,Run,22.04.2018 16:53:13,16.9,Afternoon Run,34.4,2.301,14.95,4.01,4.7,16.4,,,59.5,NA-US-CA-Santee,2.1,"[32.838585, -116.974425]","[32.853562, -116.960459]",106,117,1,,3703.6,3268,32.838585,-116.974425,(GMT-08:00) America/Los_Angeles,2018-04-22,0.44,https://www.strava.com/activities/1526112328
1532226243,Run,23.04.2018 07:58:31,8,Morning Run,31,3.082,10.07,5.96,7.16,66.7,141.3,175,87.6,NA-US-CA-Santee,0,"[32.853627, -116.960628]","[32.853651, -116.960493]",109.8,160.4,1,,4959.7,1972,32.853627,-116.960628,(GMT-08:00) America/Los_Angeles,2018-04-23,1.34,https://www.strava.com/activities/1532226243
1532226694,Run,24.04.2018 18:53:10,18.9,Evening Run,26.4,3.135,8.44,7.11,8.95,0,141.8,154,89.8,NA-US-CA-Coronado,0,"[32.720222, -117.150009]","[32.720538, -117.150029]",40.7,41.8,1,,5044.5,1787,32.720222,-117.150009,(GMT-08:00) America/Los_Angeles,2018-04-24,,https://www.strava.com/activities/1532226694
1539366861,Run,29.04.2018 07:35:27,7.6,Morning Run,241.9,26.427,9.15,6.55,9.62,92.3,,,84.3,NA-US-NJ-Oceanport,3.6,"[40.309657, -74.019749]","[40.306836, -73.977803]",0.7,12,1,,42529.6,14516,40.309657,-74.019749,(GMT-05:00) America/New_York,2018-04-29,0.22,https://www.strava.com/activities/1539366861
1563508857,Run,30.04.2018 18:53:23,18.9,Evening Run,3.4,0.251,13.52,4.44,6.26,0,107.9,133,82.4,NA-US-CA-La Jolla,0.1,"[32.788544, -117.209054]","[32.788973, -117.208886]",3,4.8,1,,404.7,440,32.788544,-117.209054,(GMT-08:00) America/Los_Angeles,2018-04-30,,https://www.strava.com/activities/1563508857
1563508862,Run,03.05.2018 20:31:56,20.5,Evening Run,12.3,1.066,11.54,5.2,10.07,5.8,118,127,85.1,NA-US-CA-Santee,0.3,"[32.851034, -116.959994]","[32.853566, -116.960545]",110.8,117.3,1,,1715.3,738,32.851034,-116.959994,(GMT-08:00) America/Los_Angeles,2018-05-03,0.34,https://www.strava.com/activities/1563508862
1563508870,Run,05.05.2018 06:56:24,6.9,Morning Run,151.4,15.013,10.08,5.95,8.05,270,,,85.6,NA-US-CA-La Jolla,0,"[32.758275, -117.242062]","[32.758317, -117.242152]",1.7,103.2,1,,24161.3,9934,32.758275,-117.242062,(GMT-08:00) America/Los_Angeles,2018-05-05,1.12,https://www.strava.com/activities/1563508870
1563508866,Run,06.05.2018 07:40:34,7.7,Morning Run,51.9,5.063,10.24,5.86,8.5,37,129.7,175,87,NA-US-CA-Santee,0.2,"[32.855758, -116.961098]","[32.853655, -116.960479]",106,127.2,1,,8147.4,3318,32.855758,-116.961098,(GMT-08:00) America/Los_Angeles,2018-05-06,0.45,https://www.strava.com/activities/1563508866
1563508890,Run,07.05.2018 06:58:23,7,Morning Run,81.3,8.003,10.16,5.9,7.83,128,145.7,173,85.9,NA-US-CA-Santee,0.3,"[32.856051, -116.960565]","[32.85366, -116.96046]",102.4,161,1,,12879.9,4933,32.856051,-116.960565,(GMT-08:00) America/Los_Angeles,2018-05-07,0.99,https://www.strava.com/activities/1563508890
1563508887,Run,08.05.2018 19:00:00,19,Evening Run,35.2,3.963,8.9,6.74,11.86,2.5,128.5,155,88.5,NA-US-CA-Coronado,0.1,"[32.720032, -117.150009]","[32.720969, -117.150884]",40.7,44.6,1,,6377.6,2148,32.720032,-117.150009,(GMT-08:00) America/Los_Angeles,2018-05-08,0.04,https://www.strava.com/activities/1563508887
1563508902,Run,09.05.2018 07:19:09,7.3,Morning Run,50,5.08,9.83,6.1,9.62,100,166.1,191,87.5,NA-US-CA-Santee,0.1,"[32.853172, -116.960818]","[32.853694, -116.960882]",108.1,160.9,1,,8175.8,2997,32.853172,-116.960818,(GMT-08:00) America/Los_Angeles,2018-05-09,1.22,https://www.strava.com/activities/1563508902
1563508905,Run,10.05.2018 19:03:52,19.1,Evening Run,70.7,8.02,8.81,6.81,8.28,37.6,148.6,166,87.4,NA-US-CA-La Jolla,0.9,"[32.796952, -117.210867]","[32.789003, -117.210077]",1.7,12.7,1,,12906.2,4484,32.796952,-117.210867,(GMT-08:00) America/Los_Angeles,2018-05-10,0.29,https://www.strava.com/activities/1563508905
1567810542,Run,12.05.2018 06:51:16,6.9,Morning Run,180,19.317,9.32,6.44,10.74,34,141.2,173,86.1,NA-US-CA-Coronado,0,"[32.736008, -117.218883]","[32.735897, -117.219154]",1.1,10.1,1,,31088.2,11854,32.736008,-117.218883,(GMT-08:00) America/Los_Angeles,2018-05-12,0.11,https://www.strava.com/activities/1567810542
1572768641,Run,13.05.2018 19:03:25,19.1,Evening Run,60.3,5.396,11.17,5.37,6.71,49.1,135.3,156,85.1,NA-US-CA-Santee,0,"[32.853689, -116.960571]","[32.853705, -116.960513]",105,137,1,,8683.5,3617,32.853689,-116.960571,(GMT-08:00) America/Los_Angeles,2018-05-13,0.57,https://www.strava.com/activities/1572768641
1572768642,Run,14.05.2018 20:00:33,20,Evening Run,41.9,4.038,10.38,5.78,6.93,59.6,,,86.5,NA-US-CA-Santee,0,"[32.853552, -116.960618]","[32.853631, -116.960485]",109.8,163.9,1,,6498.1,2514,32.853552,-116.960618,(GMT-08:00) America/Los_Angeles,2018-05-14,0.92,https://www.strava.com/activities/1572768642
1575017589,Run,15.05.2018 18:45:43,18.8,Evening Run,41,4.447,9.22,6.51,8.95,0,136.5,162,88.4,NA-US-CA-Coronado,0,"[32.721038, -117.150001]","[32.720713, -117.15022]",40.7,41.9,1,,7157.4,2475,32.721038,-117.150001,(GMT-08:00) America/Los_Angeles,2018-05-15,,https://www.strava.com/activities/1575017589
1582414840,Run,17.05.2018 19:08:48,19.1,Evening Run,18.4,2.008,9.16,6.55,7.83,2.9,133,145,90.3,NA-US-CA-La Jolla,0,"[32.788535, -117.20909]","[32.78851, -117.208857]",2,5.4,1,,3232.3,1217,32.788535,-117.20909,(GMT-08:00) America/Los_Angeles,2018-05-17,0.09,https://www.strava.com/activities/1582414840
1582414899,Run,19.05.2018 06:50:05,6.8,Morning Run,90.8,10.007,9.07,6.61,8.5,57.3,134.9,157,89.4,NA-US-CA-La Jolla,0,"[32.758314, -117.24208]","[32.758365, -117.242023]",0.1,14.7,1,,16105.1,6471,32.758314,-117.24208,(GMT-08:00) America/Los_Angeles,2018-05-19,0.36,https://www.strava.com/activities/1582414899
1585641971,Run,20.05.2018 16:15:31,16.3,Afternoon Run,61.5,5.554,11.07,5.42,6.93,40.3,138.8,165,85.7,NA-US-CA-Santee,0,"[32.853526, -116.960591]","[32.853662, -116.960462]",105,121,1,,8938.2,3696,32.853526,-116.960591,(GMT-08:00) America/Los_Angeles,2018-05-20,0.45,https://www.strava.com/activities/1585641971
1587898156,Run,21.05.2018 19:18:29,19.3,Evening Run,30.4,3.001,10.14,5.92,8.28,39.4,139,152,87.7,NA-US-CA-Santee,0,"[32.853628, -116.960583]","[32.853582, -116.960517]",106.6,137,1,,4830.2,1828,32.853628,-116.960583,(GMT-08:00) America/Los_Angeles,2018-05-21,0.82,https://www.strava.com/activities/1587898156
1591022786,Run,22.05.2018 18:47:37,18.8,Evening Run,29.9,3.1,9.65,6.22,9.4,0,138.5,159,89.4,NA-US-CA-Coronado,0,"[32.721141, -117.150014]","[32.721177, -117.150132]",40.7,41.1,1,,4988.4,1900,32.721141,-117.150014,(GMT-08:00) America/Los_Angeles,2018-05-22,,https://www.strava.com/activities/1591022786
1591022809,Run,23.05.2018 08:02:19,8,Morning Run,30.5,2.695,11.33,5.3,7.61,20,153.3,191,87,NA-US-CA-Santee,0,"[32.853544, -116.960627]","[32.853669, -116.960582]",105,120.8,1,,4337.6,1904,32.853544,-116.960627,(GMT-08:00) America/Los_Angeles,2018-05-23,0.46,https://www.strava.com/activities/1591022809
1602769207,Run,27.05.2018 06:03:40,6.1,Morning Run,253.1,26.166,9.67,6.2,9.17,178.7,150.9,181,85.7,NA-US-CA-Ojai,20,"[34.447852, -119.244893]","[34.274138, -119.302727]",0.5,286.8,1,,42110.5,15184,34.447852,-119.244893,(GMT-08:00) America/Los_Angeles,2018-05-27,0.42,https://www.strava.com/activities/1602769207
1645711567,Run,16.06.2018 07:49:55,7.8,Morning Run,284.5,26.259,11.08,5.41,7.38,137.8,130.8,160,84.4,NA-US-MN-Two Harbors,38.3,"[47.006984, -91.711952]","[46.782884, -92.094188]",182.5,221.9,1,,42260.2,17463,47.006984,-91.711952,(GMT-06:00) America/Chicago,2018-06-16,0.33,https://www.strava.com/activities/1645711567
1697317801,Run,19.06.2018 06:24:45,6.4,Morning Run,53.7,5.003,10.73,5.59,6.93,32.4,151.3,176,86,NA-US-CA-Santee,0,"[32.853661, -116.960545]","[32.853613, -116.961032]",106,126.5,1,,8051.5,3301,32.853661,-116.960545,(GMT-08:00) America/Los_Angeles,2018-06-19,0.4,https://www.strava.com/activities/1697317801
1697317860,Run,21.06.2018 20:09:31,20.2,Evening Run,26.9,2.635,10.21,5.87,7.61,37.6,130.4,146,87,NA-US-CA-Santee,0,"[32.85386, -116.96066]","[32.853591, -116.960494]",109.8,137,1,,4240.3,1615,32.85386,-116.96066,(GMT-08:00) America/Los_Angeles,2018-06-21,0.89,https://www.strava.com/activities/1697317860
1697317955,Run,23.06.2018 08:20:49,8.3,Morning Run,67.3,7.152,9.41,6.38,9.62,45.3,145.3,176,87.9,NA-US-CA-La Mesa,0,"[32.792626, -117.045048]","[32.792565, -117.045041]",164.1,175.5,1,,11510.8,4160,32.792626,-117.045048,(GMT-08:00) America/Los_Angeles,2018-06-23,0.39,https://www.strava.com/activities/1697317955
1697318065,Run,29.06.2018 19:08:10,19.1,Evening Run,22.3,2.106,10.58,5.67,6.71,15.7,136.8,154,86.9,NA-US-CA-Del Mar,2.4,"[32.979154, -117.235754]","[32.973207, -117.260233]",0,13.1,1,,3389.4,1348,32.979154,-117.235754,(GMT-08:00) America/Los_Angeles,2018-06-29,0.46,https://www.strava.com/activities/1697318065
1697318156,Run,30.06.2018 07:26:00,7.4,Morning Run,97.1,10.35,9.39,6.39,8.05,75.2,144.7,193,87.6,NA-US-CA-Encinitas,0,"[33.040588, -117.2933]","[33.040861, -117.292878]",3.8,29,1,,16657,7128,33.040588,-117.2933,(GMT-08:00) America/Los_Angeles,2018-06-30,0.45,https://www.strava.com/activities/1697318156
1697318189,Run,04.07.2018 08:11:11,8.2,Morning Run,51.8,5.174,10.02,5.99,7.38,104.4,140.3,175,86.6,NA-US-CA-Santee,0,"[32.853601, -116.960564]","[32.85361, -116.960504]",109.2,161,1,,8326.9,3179,32.853601,-116.960564,(GMT-08:00) America/Los_Angeles,2018-07-04,1.25,https://www.strava.com/activities/1697318189
1697293359,Run,10.07.2018 06:49:43,6.8,Morning Run,45.8,4.621,9.91,6.05,9.4,104.3,,,85.1,NA-US-CA-Santee,0,"[32.853301, -116.960359]","[32.853607, -116.960546]",109.9,173,1,,7437.1,3164,32.853301,-116.960359,(GMT-08:00) America/Los_Angeles,2018-07-10,1.4,https://www.strava.com/activities/1697293359
1705711626,Run,15.07.2018 06:01:01,6,Morning Run,300.1,26.247,11.43,5.25,7.61,122,151.7,191,82.7,NA-US-MT-Frenchtown,24,"[47.014578, -114.229531]","[46.869381, -113.995802]",928,994.6,1,,42240.7,18136,47.014578,-114.229531,(GMT-07:00) America/Denver,2018-07-15,0.29,https://www.strava.com/activities/1705711626
1716975537,Run,16.07.2018 20:05:38,20.1,Evening Run,18.5,2.005,9.24,6.49,8.28,12.4,,,86.8,NA-US-CA-Santee,0,"[32.853554, -116.960553]","[32.853581, -116.96054]",106.6,120.5,1,,3227.5,1112,32.853554,-116.960553,(GMT-08:00) America/Los_Angeles,2018-07-16,0.38,https://www.strava.com/activities/1716975537
1716975582,Run,17.07.2018 18:44:39,18.7,Evening Run,77.4,8.01,9.66,6.21,8.05,39.8,151.1,180,85.7,NA-US-CA-La Jolla,0.1,"[32.788569, -117.209096]","[32.788989, -117.209865]",1.5,12.6,1,,12890.4,4882,32.788569,-117.209096,(GMT-08:00) America/Los_Angeles,2018-07-17,0.31,https://www.strava.com/activities/1716975582
1765822947,Run,21.07.2018 07:17:03,7.3,Morning Run,85,9.054,9.39,6.39,7.61,3.2,148.7,177,87.6,NA-US-CA-Coronado,0,"[32.724928, -117.207042]","[32.724936, -117.207132]",1.5,5.4,1,,14571.6,5478,32.724928,-117.207042,(GMT-08:00) America/Los_Angeles,2018-07-21,0.02,https://www.strava.com/activities/1765822947
1765822941,Run,24.07.2018 03:15:16,3.3,Night Run,173.5,7.675,22.62,2.65,3.8,1254.9,,,52.8,NA-US-CA-Lone Pine,4.8,"[36.587324, -118.240258]","[36.561387, -118.283927]",2548.4,3800.1,1,,12351.8,21382,36.587324,-118.240258,(GMT-08:00) America/Los_Angeles,2018-07-24,10.16,https://www.strava.com/activities/1765822941
1765822930,Run,28.07.2018 07:15:36,7.3,Morning Run,57.3,6.32,9.06,6.62,8.5,11.7,,,87.7,NA-US-CA-Coronado,0,"[32.691862, -117.16423]","[32.691616, -117.164297]",0.1,7.3,1,,10171.7,3868,32.691862,-117.16423,(GMT-08:00) America/Los_Angeles,2018-07-28,0.12,https://www.strava.com/activities/1765822930
1765822958,Run,30.07.2018 18:37:41,18.6,Evening Run,79,8.176,9.66,6.21,7.61,36.8,,,84,NA-US-CA-La Jolla,0.3,"[32.785765, -117.209425]","[32.788462, -117.208793]",1.9,12.6,1,,13157.5,4915,32.785765,-117.209425,(GMT-08:00) America/Los_Angeles,2018-07-30,0.28,https://www.strava.com/activities/1765822958
1765822977,Run,03.08.2018 18:36:01,18.6,Evening Run,76.5,8.004,9.56,6.28,7.83,36.9,,,84.7,NA-US-CA-La Jolla,0.8,"[32.781177, -117.211402]","[32.787757, -117.208342]",1.9,12.6,1,,12880.9,4749,32.781177,-117.211402,(GMT-08:00) America/Los_Angeles,2018-08-03,0.29,https://www.strava.com/activities/1765822977
1765822990,Run,05.08.2018 07:19:57,7.3,Morning Run,93.4,10.02,9.32,6.44,9.4,26.6,,,87.1,NA-US-CA-Coronado,0,"[32.711565, -117.229293]","[32.711387, -117.229113]",1.2,9,1,,16124.8,6576,32.711565,-117.229293,(GMT-08:00) America/Los_Angeles,2018-08-05,0.16,https://www.strava.com/activities/1765822990
1765823041,Run,06.08.2018 19:04:09,19.1,Evening Run,74.8,8.013,9.34,6.42,8.5,36.8,,,84.7,NA-US-CA-La Jolla,0.8,"[32.795824, -117.20961]","[32.789019, -117.209975]",1.6,12.6,1,,12896.1,4490,32.795824,-117.20961,(GMT-08:00) America/Los_Angeles,2018-08-06,0.29,https://www.strava.com/activities/1765823041
1765823023,Run,07.08.2018 19:03:10,19.1,Evening Run,36.4,4.003,9.09,6.6,9.62,8,,,86.4,NA-US-CA-La Jolla,0.5,"[32.793965, -117.209133]","[32.7899, -117.210839]",1.5,5.4,1,,6441.8,2192,32.793965,-117.209133,(GMT-08:00) America/Los_Angeles,2018-08-07,0.12,https://www.strava.com/activities/1765823023
1765823022,Run,08.08.2018 19:02:09,19,Evening Run,50,5.102,9.8,6.12,11.41,12.2,,,84.9,NA-US-CA-La Jolla,0.1,"[32.797003, -117.213605]","[32.797623, -117.212581]",1.1,8,1,,8211.4,3221,32.797003,-117.213605,(GMT-08:00) America/Los_Angeles,2018-08-08,0.15,https://www.strava.com/activities/1765823022
1765822740,Run,09.08.2018 19:01:50,19,Evening Run,44.1,5.022,8.78,6.83,8.5,12.8,,,87.1,NA-US-CA-La Jolla,0.9,"[32.778674, -117.25286]","[32.771302, -117.248728]",-0.1,7,1,,8081.9,3078,32.778674,-117.25286,(GMT-08:00) America/Los_Angeles,2018-08-09,0.16,https://www.strava.com/activities/1765822740
1765822746,Run,10.08.2018 18:57:40,19,Evening Run,72.2,7.034,10.27,5.84,11.18,23.1,,,84.6,NA-US-CA-La Jolla,0.1,"[32.763891, -117.218351]","[32.763712, -117.219439]",1.5,8.5,1,,11319.5,4343,32.763891,-117.218351,(GMT-08:00) America/Los_Angeles,2018-08-10,0.2,https://www.strava.com/activities/1765822746
1765822783,Run,11.08.2018 07:16:36,7.3,Morning Run,111.1,11.099,10.01,5.99,15.66,146.5,,,86.7,NA-US-CA-Coronado,0,"[32.724877, -117.206973]","[32.724877, -117.207247]",2.5,87.9,1,,17862,7901,32.724877,-117.206973,(GMT-08:00) America/Los_Angeles,2018-08-11,0.82,https://www.strava.com/activities/1765822783
1802201662,Run,13.08.2018 19:03:03,19.1,Evening Run,23.4,2.32,10.07,5.96,6.93,3,,,85.5,NA-US-CA-La Jolla,0.3,"[32.788526, -117.209077]","[32.786133, -117.2095]",1.5,5.4,1,,3732.9,1458,32.788526,-117.209077,(GMT-08:00) America/Los_Angeles,2018-08-13,0.08,https://www.strava.com/activities/1802201662
1802201730,Run,14.08.2018 18:46:38,18.8,Evening Run,59.5,6.501,9.15,6.56,9.62,33.9,,,86.9,NA-US-CA-La Jolla,1.8,"[32.788646, -117.209305]","[32.772317, -117.209398]",1.9,12.6,1,,10462.9,3614,32.788646,-117.209305,(GMT-08:00) America/Los_Angeles,2018-08-14,0.32,https://www.strava.com/activities/1802201730
1802201667,Run,14.08.2018 19:47:49,19.8,Evening Run,17.7,1.513,11.71,5.12,6.49,3,,,83.6,NA-US-CA-La Jolla,1.9,"[32.772462, -117.209353]","[32.789283, -117.210556]",1.6,5.6,1,,2434.2,1063,32.772462,-117.209353,(GMT-08:00) America/Los_Angeles,2018-08-14,0.12,https://www.strava.com/activities/1802201667
1802201893,Run,26.08.2018 00:00:02,0,Night Run,293.1,22.573,12.98,4.62,6.49,330.9,157.3,185,79.1,NA-US-NV-Alamo,35.5,"[37.457263, -115.48269]","[37.667627, -115.785655]",1379.9,1707,1,,36326.9,18000,37.457263,-115.48269,(GMT-08:00) America/Los_Angeles,2018-08-26,0.91,https://www.strava.com/activities/1802201893
1824622409,Run,04.09.2018 19:55:56,19.9,Evening Run,38.6,4,9.66,6.21,12.08,56.9,,,85.9,NA-US-CA-Santee,0,"[32.853307, -116.960399]","[32.853657, -116.96061]",109.8,161,1,,6438.1,2496,32.853307,-116.960399,(GMT-08:00) America/Los_Angeles,2018-09-04,0.88,https://www.strava.com/activities/1824622409
1831578060,Run,09.09.2018 07:04:42,7.1,Morning Run,296.9,26.419,11.24,5.34,8.5,36.9,150.8,176,82.9,NA-US-PA-Erie,0.1,"[42.116971, -80.152524]","[42.117725, -80.152111]",172.5,178,1,,42517.5,18368,42.116971,-80.152524,(GMT-05:00) America/New_York,2018-09-09,0.09,https://www.strava.com/activities/1831578060
1872018922,Run,15.09.2018 07:30:32,7.5,Morning Run,5.6,0.341,16.51,3.64,5.14,0,,,59.7,AS-CN-NX-Yinchuan,0.3,"[38.481489, 106.247439]","[38.483275, 106.244316]",1112,1115,1,,549.1,483,38.481489,106.247439,(GMT+08:00) Asia/Shanghai,2018-09-15,,https://www.strava.com/activities/1872018922
1872018932,Run,16.09.2018 09:00:34,9,Morning Run,12.8,0.706,18.18,3.3,4.7,10.3,,,58.4,AS-CN-NX-Yinchuan,0,"[38.483863, 106.247668]","[38.483434, 106.24764]",1107.1,1113,1,,1135.4,778,38.483863,106.247668,(GMT+08:00) Asia/Shanghai,2018-09-16,0.91,https://www.strava.com/activities/1872018932
1872018963,Run,18.09.2018 16:09:15,16.2,Afternoon Run,20.7,0.996,20.81,2.88,5.14,7.8,,,52.4,,1.3,"[27.81906, 99.702319]","[27.830282, 99.700065]",3281.3,3294.5,1,,1602.6,1282,27.81906,99.702319,(GMT+08:00) Asia/Shanghai,2018-09-18,0.49,https://www.strava.com/activities/1872018963
1872018970,Run,19.09.2018 10:53:46,10.9,Morning Run,3.7,0.165,22.6,2.66,3.36,19.8,,,48.1,,0.1,"[27.173839, 100.072438]","[27.174503, 100.073274]",2016,2039.9,1,,265.9,276,27.173839,100.072438,(GMT+08:00) Asia/Shanghai,2018-09-19,7.44,https://www.strava.com/activities/1872018970
1872018986,Run,19.09.2018 11:34:36,11.6,Lunch Run,14.6,0.562,26.02,2.31,9.84,135.3,,,45.2,,0.7,"[27.177432, 100.072028]","[27.178886, 100.07883]",2217.8,2367.7,1,,904.9,1627,27.177432,100.072028,(GMT+08:00) Asia/Shanghai,2018-09-19,14.95,https://www.strava.com/activities/1872018986
1872019013,Run,19.09.2018 14:15:47,14.3,Afternoon Run,49.4,1.032,47.81,1.25,14.09,323.2,,,44.5,,0.5,"[27.188289, 100.096819]","[27.189515, 100.102171]",2292.8,2628.4,1,,1660.7,2967,27.188289,100.096819,(GMT+08:00) Asia/Shanghai,2018-09-19,19.46,https://www.strava.com/activities/1872019013
